Pheno	ID	REF	ALT	A1	FIRTH.	TEST	OBS_CT	nCases	OR	LOG.OR._SE	L95	U95	Z_STAT	P	ERRCODE	mlog10P	FDR_BY
ADMED_ACHEI	KIR_2DS1	P	A	P	N	ADD	336732	8179	0.995245	0.0245628	0.948467	1.04433	-0.194035	0.846149	.	0.0725531544786763	1
RX_N06DA	KIR_2DS1	P	A	P	N	ADD	336732	8179	0.995245	0.0245628	0.948467	1.04433	-0.194035	0.846149	.	0.0725531544786763	1
K11_INTESTOTH	KIR_2DL2	P	A	P	N	ADD	336732	71310	0.998272	0.00891195	0.980987	1.01586	-0.194014	0.846165	.	0.0725449423954452	1
DRUGADVERS_OSTEOPO	Bw4_3DL1	P	A	P	Y	ADD	336732	276	0.914229	0.462744	0.369119	2.26435	-0.193787	0.846343	.	0.0724535934410369	1
C3_SMALL_INTESTINE_NEUROENDOCRINE	KIR_2DL5	P	A	P	Y	ADD	336732	324	0.977802	0.115912	0.779088	1.2272	-0.193662	0.846441	.	0.0724033083966673	1
VWXY20_CONTACT_W_VENOMO_SNAKES_LIZAR	KIR_2DL3	P	A	P	Y	ADD	336732	236	0.950399	0.262812	0.567806	1.59079	-0.193574	0.84651	.	0.0723679071130296	1
I9_NSTEMI	KIR_2DS4	P	A	P	N	ADD	336732	12002	0.992596	0.038428	0.920582	1.07024	-0.193386	0.846657	.	0.0722924966083361	1
C3_NSCLC_ADENO	C1_2DL2	P	A	P	N	ADD	336732	1629	0.97673	0.121917	0.769128	1.24037	-0.193127	0.846859	.	0.0721888926438497	1
HLP_C3_NSCLC_ADENO	C1_2DL2	P	A	P	N	ADD	336732	1629	0.97673	0.121917	0.769128	1.24037	-0.193127	0.846859	.	0.0721888926438497	1
R18_SOMNOLENCE	C1_2DL2	P	A	P	Y	ADD	336732	318	0.949838	0.266912	0.562929	1.60267	-0.192812	0.847106	.	0.0720622421666671	1
H7_VITREOUS	KIR_2DS4	P	A	P	N	ADD	336732	14663	0.993373	0.0344876	0.928446	1.06284	-0.192798	0.847117	.	0.0720566027209731	1
I9_NSTEMI	KIR_3DL1	P	A	P	N	ADD	336732	12002	0.992626	0.0384252	0.920615	1.07027	-0.192618	0.847258	.	0.0719843217653527	1
RX_PARASETAMOL	KIR_2DL5	P	A	P	N	ADD	336732	133287	1.00152	0.00792275	0.986093	1.0172	0.192278	0.847525	.	0.0718474822671662	1
OPER_JFB30	KIR_2DP1	P	A	P	N	ADD	336732	1486	1.04105	0.209344	0.69068	1.56915	0.192161	0.847616	.	0.071800853936082	1
N14_URINOTH	KIR_2DL5	P	A	P	N	ADD	336732	65389	1.00187	0.00976028	0.982888	1.02122	0.191557	0.848089	.	0.0715585697000056	1
VWXY20_EXPOS_OTHER_UNSPE_MAN_M_ENVIRONMENTAL_FACTO	KIR_2DS3	P	A	P	Y	ADD	336732	367	0.976759	0.12281	0.767805	1.24258	-0.191478	0.848151	.	0.071526821530065	1
RX_OPIOIDS	C1_2DL2	P	A	P	N	ADD	336732	95036	1.00363	0.0189454	0.96705	1.0416	0.191471	0.848157	.	0.0715237492496873	1
VWXY20_CONTACT_W_SHARP_GLASS	KIR_2DS3	P	A	P	N	ADD	336732	1074	1.01488	0.0771613	0.872439	1.18058	0.191433	0.848186	.	0.0715089002009084	1
RX_ERPLUS	KIR_2DP1	P	A	P	N	ADD	336732	9890	1.01586	0.0822151	0.864675	1.19348	0.191414	0.848201	.	0.071501219857651	1
I9_DISVEINLYMPH	KIR_2DS5	P	A	P	N	ADD	336732	45502	1.00222	0.0116112	0.979674	1.02529	0.191353	0.848249	.	0.0714766436719256	1
CD2_BENIGN_MELANOCYTIC_FACE	KIR_2DS5	P	A	P	N	ADD	336732	1556	1.01105	0.0574529	0.903376	1.13156	0.191277	0.848308	.	0.071446437348834	1
M13_MUSCULOSKELEOTH	Bw4_3DL1	P	A	P	N	ADD	336732	3771	0.971267	0.152447	0.720403	1.30949	-0.191237	0.84834	.	0.0714300551370582	1
H7_VISUALDISTBLIND	KIR_2DL1	P	A	P	N	ADD	336732	16651	1.01214	0.0630857	0.894418	1.14535	0.19122	0.848354	.	0.0714228881137212	1
VWXY20_CONTACT_W_MACHINERY	KIR_2DL1	P	A	P	Y	ADD	336732	2781	0.972295	0.146994	0.728915	1.29694	-0.191138	0.848417	.	0.0713906379722791	1
R18_ABNORMAL_FINDI_EXAMI_BLOOD_WO_DIAGNOSIS	KIR_2DL1	P	A	P	N	ADD	336732	14510	0.98725	0.0671536	0.865498	1.12613	-0.191077	0.848465	.	0.0713660680432718	1
RX_L02BB	KIR_2DL2	P	A	P	N	ADD	336732	2231	0.991507	0.0446403	0.908443	1.08217	-0.191077	0.848465	.	0.0713660680432718	1
H7_SCLERACORNEA	KIR_2DL3	P	A	P	N	ADD	336732	18756	1.0062	0.0323506	0.944377	1.07206	0.190923	0.848586	.	0.0713041375150798	1
RX_L04AC	KIR_2DL1	P	A	P	Y	ADD	336732	1136	0.957489	0.2278	0.612674	1.49637	-0.190699	0.848761	.	0.0712145841890924	1
VWXY20_OTHER_MISAD_SURGI_MEDICAL_CARE	C1_2DL2	P	A	P	Y	ADD	336732	471	1.04327	0.22222	0.674902	1.61268	0.190605	0.848835	.	0.0711767214800837	1
CD2_BENIGN_SKIN_EYELID	KIR_2DS4	P	A	P	Y	ADD	336732	4026	1.01241	0.0647534	0.891736	1.1494	0.190411	0.848987	.	0.0710989597813595	1
H7_VITREOUS	KIR_3DL1	P	A	P	N	ADD	336732	14663	0.993455	0.0344857	0.928526	1.06292	-0.19041	0.848988	.	0.0710984482373357	1
CD2_BENIGN_SKIN_EYELID	KIR_3DL1	P	A	P	Y	ADD	336732	4026	1.0124	0.0647475	0.89174	1.14938	0.190306	0.849069	.	0.0710570151722963	1
OPER_JFB44	KIR_2DS5	P	A	P	Y	ADD	336732	340	0.977277	0.1208	0.771246	1.23835	-0.190277	0.849092	.	0.0710452509484278	1
KRA_PSY_HYPERKIN	KIR_3DS1	P	A	P	Y	ADD	336732	3274	1.00743	0.0389057	0.933463	1.08725	0.190198	0.849154	.	0.0710135402800205	1
K11_PULPITIS_4	KIR_3DS1	P	A	P	N	ADD	336732	89175	0.998403	0.00841143	0.982078	1.015	-0.190054	0.849267	.	0.070955750984519	1
C3_SKIN	KIR_2DS3	P	A	P	N	ADD	336732	20739	1.00349	0.0183648	0.968016	1.04027	0.189931	0.849363	.	0.0709066616945534	1
C3_GBM_ASTROCYTOMA	KIR_2DL5	P	A	P	Y	ADD	336732	413	0.980322	0.104668	0.7985	1.20355	-0.189877	0.849406	.	0.0708846755825796	1
RX_PARASETAMOL	KIR_2DS2	P	A	P	N	ADD	336732	133287	1.00143	0.00752025	0.986776	1.0163	0.189841	0.849433	.	0.0708708709183208	1
J10_EXTERLUNG	KIR_2DS5	P	A	P	N	ADD	336732	3935	1.00692	0.0363496	0.937677	1.08127	0.189675	0.849564	.	0.0708038989610518	1
C3_LARYNX	KIR_2DL5	P	A	P	Y	ADD	336732	409	0.980093	0.106023	0.796196	1.20646	-0.189659	0.849577	.	0.0707972534522155	1
I9_CEREBVASC	KIR_2DS3	P	A	P	N	ADD	336732	31571	1.0029	0.0153271	0.973225	1.03349	0.189237	0.849907	.	0.0706285938110193	1
I9_HYPERTROCARDMYOP	KIR_2DL5	P	A	P	Y	ADD	336732	963	1.01318	0.0693554	0.884406	1.16071	0.188807	0.850244	.	0.070456424112777	1
GAST_OPER	KIR_2DP1	P	A	P	N	ADD	336732	142827	0.994792	0.0276608	0.942296	1.05021	-0.18878	0.850265	.	0.0704456976960153	1
GASTRO_OPERATIONS	KIR_2DP1	P	A	P	N	ADD	336732	142827	0.994792	0.0276608	0.942296	1.05021	-0.18878	0.850265	.	0.0704456976960153	1
KRA_PSY_ANYMENTAL	C1_2DL2	P	A	P	N	ADD	336732	97037	1.0035	0.0185485	0.967677	1.04066	0.188532	0.850459	.	0.070346618562829	1
K11_OPEN_BITE	KIR_3DS1	P	A	P	N	ADD	336732	1390	0.988973	0.0588185	0.881289	1.10982	-0.18851	0.850476	.	0.0703379374478039	1
Z21_SPEECH_THERAPY	KIR_2DL5	P	A	P	N	ADD	336732	8153	0.995307	0.0249762	0.947758	1.04524	-0.188332	0.850616	.	0.0702664525103593	1
I9_STEMI	Bw4_3DL1	P	A	P	N	ADD	336732	5117	1.02397	0.125788	0.800232	1.31026	0.188305	0.850637	.	0.070255730784525	1
Q17_LVOTO_BROAD	KIR_2DS5	P	A	P	Y	ADD	336732	2721	1.00811	0.0429022	0.926803	1.09654	0.188169	0.850745	.	0.0702005946609401	1
H8_OTHEREAR	KIR_2DP1	P	A	P	N	ADD	336732	42267	0.992097	0.0421688	0.913398	1.07758	-0.188165	0.850748	.	0.0701990632018677	1
SLE_ICD10	KIR_2DS2	P	A	P	N	ADD	336732	891	0.98702	0.0694651	0.861385	1.13098	-0.188081	0.850813	.	0.0701658829146638	1
SLE_STRICT	KIR_2DS2	P	A	P	N	ADD	336732	891	0.98702	0.0694651	0.861385	1.13098	-0.188081	0.850813	.	0.0701658829146638	1
ADMED_ACHEI_GALANTAMINE	KIR_2DL2	P	A	P	Y	ADD	336732	1422	0.989694	0.0550855	0.888407	1.10253	-0.188069	0.850822	.	0.0701612889208436	1
CD2_BENIGN_BONE_SKULL_FACE	KIR_2DS3	P	A	P	Y	ADD	336732	222	1.03001	0.157503	0.756442	1.40252	0.187746	0.851076	.	0.0700316562410678	1
ASTHMA_HOSPITAL_MAIN	KIR_2DS3	P	A	P	N	ADD	336732	32252	0.997254	0.0146473	0.969032	1.0263	-0.187724	0.851093	.	0.0700229814194813	1
CD2_INSITU_SKIN_EAR	KIR_2DL2	P	A	P	Y	ADD	336732	287	0.978109	0.117991	0.776164	1.2326	-0.187592	0.851196	.	0.0699704259113501	1
K11_CROSSBITE	KIR_2DS3	P	A	P	Y	ADD	336732	2000	0.989319	0.0573861	0.884075	1.10709	-0.187131	0.851558	.	0.0697857667006625	1
CD2_BENIGN_CONNSOFT_LOWERLIMB	C1_2DL2	P	A	P	Y	ADD	336732	581	1.03984	0.209078	0.690239	1.56651	0.186857	0.851773	.	0.0696761305652254	1
D3_HAEMOLYTICANAEMIA	KIR_2DS4	P	A	P	Y	ADD	336732	897	1.02747	0.145168	0.773039	1.36564	0.186663	0.851925	.	0.0695986370641185	1
E4_MALNUTRITION	KIR_2DP1	P	A	P	Y	ADD	336732	469	1.07095	0.367209	0.521433	2.19956	0.186656	0.85193	.	0.0695960881706862	1
CD2_INSITU_SKIN_NOS	KIR_3DL1	P	A	P	Y	ADD	336732	232	1.05012	0.262165	0.628181	1.75548	0.186555	0.852009	.	0.0695558176397635	1
G6_MIGRAINE_NO_AURA_ADVERSE	KIR_2DS1	P	A	P	Y	ADD	336732	283	0.97766	0.121187	0.770963	1.23977	-0.186429	0.852108	.	0.0695053573089801	1
VWXY20_CONTACT_W_HEAT_HOT_SUBST	KIR_2DL2	P	A	P	Y	ADD	336732	1385	1.01032	0.0550663	0.906954	1.12546	0.186406	0.852126	.	0.0694961833332531	1
K11_CARIES_3_OPER	KIR_3DS1	P	A	P	N	ADD	336732	133993	1.00143	0.00764608	0.986531	1.01655	0.186396	0.852135	.	0.0694915964180598	1
J10_PNEUMONIA	KIR_3DS1	P	A	P	N	ADD	336732	53998	1.00192	0.0103209	0.981861	1.0224	0.186272	0.852232	.	0.0694421627399962	1
CD2_BENIGN_BRONCHUS_LUNG	KIR_2DS1	P	A	P	Y	ADD	336732	312	0.978351	0.117529	0.777059	1.23179	-0.18622	0.852272	.	0.0694217793565846	1
I9_K_CARDIAC	KIR_2DS3	P	A	P	N	ADD	336732	17767	1.00379	0.0203193	0.9646	1.04457	0.186214	0.852277	.	0.0694192315009236	1
VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_BLOOD_ALCOHOL_LEVEL	KIR_2DL5	P	A	P	N	ADD	336732	379	0.979537	0.111068	0.787915	1.21776	-0.186151	0.852326	.	0.0693942633064301	1
D3_NUTRIANAEMIA	KIR_2DS4	P	A	P	N	ADD	336732	15923	0.993814	0.0334202	0.930803	1.06109	-0.185674	0.852701	.	0.0692032277001438	1
CD2_INSITU_SKIN_NOS	KIR_2DS4	P	A	P	Y	ADD	336732	232	1.04983	0.262154	0.628019	1.75494	0.185487	0.852847	.	0.0691288738918514	1
CD2_BENIGN_BRONCHUS_LUNG	KIR_3DL1	P	A	P	Y	ADD	336732	312	1.04359	0.230044	0.66484	1.63812	0.185483	0.85285	.	0.0691273462073381	1
CD2_BENIGN_BRONCHUS_LUNG	KIR_2DS4	P	A	P	Y	ADD	336732	312	1.04358	0.230062	0.664809	1.63815	0.185417	0.852902	.	0.0691008671962439	1
CD2_BENIGN_MENINGES	KIR_2DS1	P	A	P	Y	ADD	336732	2517	0.99221	0.0422163	0.913417	1.0778	-0.185241	0.85304	.	0.069030603800849	1
RHEUMA_OTHER_WIDE	KIR_2DS2	P	A	P	N	ADD	336732	5466	0.994838	0.0279383	0.941827	1.05083	-0.185235	0.853045	.	0.0690280582390399	1
C3_EYE_BRAIN_NEURO	KIR_3DS1	P	A	P	N	ADD	336732	1083	1.01206	0.064738	0.891459	1.14898	0.185176	0.853091	.	0.069004639770439	1
ST19_INJURI_NECK	KIR_2DS2	P	A	P	N	ADD	336732	7075	0.995413	0.0248418	0.948108	1.04508	-0.185064	0.853179	.	0.0689598427401433	1
K11_REIMB_202	Bw4_3DL1	P	A	P	N	ADD	336732	20015	0.98772	0.0668254	0.866467	1.12594	-0.184897	0.85331	.	0.0688931648099122	1
J10_UPPERDIS	KIR_2DS1	P	A	P	N	ADD	336732	89356	0.998486	0.00820615	0.982555	1.01467	-0.184678	0.853481	.	0.0688061426066618	1
VWXY20_CONTACT_W_MACHINERY	KIR_2DS3	P	A	P	Y	ADD	336732	2781	0.991327	0.047168	0.90379	1.08734	-0.184666	0.853491	.	0.0688010541285625	1
ALCO_PRESCRIPTION	KIR_2DL5	P	A	P	Y	ADD	336732	2535	1.00801	0.043227	0.926128	1.09714	0.184629	0.85352	.	0.0687862978792163	1
K11_PULPITIS_3_ONLYAVO	C1_2DL2	P	A	P	Y	ADD	336732	4382	1.01486	0.0799417	0.867677	1.187	0.184477	0.853639	.	0.0687257516226224	1
VWXY20_COMPLICATIO_MEDICAL_SURGI_CARE	KIR_2DP1	P	A	P	N	ADD	336732	26005	0.990674	0.0508388	0.89672	1.09447	-0.1843	0.853778	.	0.0686550402110365	1
K11_ORAL_LICHEN_WIDE_HYPOT_THYRO	KIR_2DL2	P	A	P	Y	ADD	336732	1209	1.01093	0.058999	0.900534	1.13486	0.184223	0.853838	.	0.068624520856656	1
G6_SLEEPAPNO_INCLAVO	KIR_2DS5	P	A	P	N	ADD	336732	41702	0.997821	0.0118414	0.97493	1.02125	-0.184222	0.853839	.	0.0686240122189196	1
OFFICIAL_TILASTOKESKUS	C1_2DL2	P	A	P	N	ADD	336732	21934	0.993759	0.0340395	0.929622	1.06232	-0.183933	0.854066	.	0.0685085668657266	1
D3_HAEMOLYTICANAEMIA	KIR_3DL1	P	A	P	Y	ADD	336732	897	1.02699	0.145128	0.772736	1.36489	0.183476	0.854425	.	0.0683260529147629	1
C3_SECONDARY_WITHOUT_SITESPEC	KIR_2DL1	P	A	P	Y	ADD	336732	851	1.05167	0.274653	0.613893	1.80162	0.183417	0.854471	.	0.0683026722688109	1
E4_PCOS_BROAD_EXCLUSIONS	KIR_2DL1	P	A	P	N	ADD	336732	5066	1.02096	0.113169	0.817862	1.2745	0.18331	0.854554	.	0.0682604886354219	1
P16_HAEMORRHAGIC_HAEMATOL_DISORD_FETUS_NEWBO	C1_2DL2	P	A	P	Y	ADD	336732	491	1.04373	0.233744	0.660125	1.65026	0.183122	0.854702	.	0.0681852797919458	1
CD2_INSITU_SKIN_FACE	KIR_2DL5	P	A	P	Y	ADD	336732	1814	1.00939	0.0511406	0.913123	1.11581	0.182819	0.85494	.	0.0680643631469866	1
Z21_ALCOHOL_ABUSE_COUNSELLI_SURVE	KIR_2DL1	P	A	P	Y	ADD	336732	450	0.934347	0.371731	0.45091	1.93609	-0.182678	0.855051	.	0.0680079807595249	1
E4_PCOS_CONSORTIUM_EXCLUSIONS	Bw4_3DL1	P	A	P	N	ADD	336732	41359	0.991086	0.0490283	0.900281	1.09105	-0.182639	0.855081	.	0.0679927435328566	1
H7_EYEOTH	KIR_3DS1	P	A	P	N	ADD	336732	3895	1.00637	0.0348124	0.939997	1.07744	0.182488	0.8552	.	0.0679323077992784	1
RHEUMA_OTHER_WIDE	KIR_2DP1	P	A	P	N	ADD	336732	5466	0.98088	0.105851	0.797104	1.20703	-0.18238	0.855285	.	0.0678891445666372	1
G6_DEMYEL	KIR_2DL5	P	A	P	Y	ADD	336732	2517	0.992048	0.043798	0.910441	1.08097	-0.182292	0.855353	.	0.0678546170689609	1
D3_NUTRIANAEMIA	KIR_3DL1	P	A	P	N	ADD	336732	15923	0.993927	0.0334189	0.930911	1.06121	-0.182274	0.855367	.	0.0678475088072386	1
RX_L01XX	KIR_2DS3	P	A	P	Y	ADD	336732	1286	1.01263	0.0688886	0.884732	1.15901	0.182153	0.855463	.	0.0677987695750455	1
KRA_PSY_HYPERKIN	KIR_2DL2	P	A	P	Y	ADD	336732	3274	0.993201	0.0374918	0.922835	1.06893	-0.181958	0.855615	.	0.0677216103088718	1
F5_NEUROTIC	Bw4_3DL1	P	A	P	N	ADD	336732	39964	1.00869	0.0475496	0.918931	1.10721	0.181948	0.855624	.	0.0677170420979589	1
VWXY20_BITTEN_STUNG_NONVENO_INSECT_OTHER_NONVENO_ARTHROPODS	KIR_2DL1	P	A	P	Y	ADD	336732	852	0.952758	0.266178	0.565473	1.60529	-0.181811	0.855731	.	0.0676627348272592	1
AB1_ZOONOTIC_BACTERIAL	KIR_2DL2	P	A	P	Y	ADD	336732	413	1.01779	0.0970019	0.841568	1.23091	0.181771	0.855763	.	0.0676464947195842	1
RX_N05C	KIR_2DS1	P	A	P	N	ADD	336732	59435	0.998246	0.0096773	0.97949	1.01736	-0.181456	0.856009	.	0.0675216691665507	1
CD2_BENIGN_BONE_SHORT_UPPER	KIR_3DS1	P	A	P	Y	ADD	336732	379	0.980205	0.110205	0.789788	1.21653	-0.18142	0.856038	.	0.0675069563228304	1
U22_PROVI_ASSIG_NEW_DISEA_UNCER_ETIOL	C1_2DL2	P	A	P	N	ADD	336732	10754	1.00881	0.0483673	0.917572	1.10913	0.181402	0.856052	.	0.0674998537490792	1
C3_COLON_ADENO	KIR_2DS2	P	A	P	N	ADD	336732	3157	0.993349	0.0367873	0.924248	1.06762	-0.18139	0.856061	.	0.0674952878701482	1
CD2_BENIGN_LIVE_BILE	KIR_2DS5	P	A	P	Y	ADD	336732	570	0.983306	0.0928532	0.819694	1.17957	-0.181308	0.856126	.	0.0674623135030524	1
K11_CONSTIPATION	KIR_3DS1	P	A	P	N	ADD	336732	34126	1.00227	0.0125452	0.97793	1.02722	0.181013	0.856357	.	0.0673451479301059	1
ILD_HOSPITAL_MAIN	Bw4_3DL1	P	A	P	Y	ADD	336732	3333	0.973078	0.150837	0.724027	1.3078	-0.180933	0.85642	.	0.0673131991680987	1
RX_L04AD	KIR_3DL1	P	A	P	N	ADD	336732	2808	1.01421	0.0780352	0.870372	1.18182	0.18083	0.856501	.	0.0672721256415783	1
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_HEALTH_CARE	KIR_3DS1	P	A	P	N	ADD	336732	55392	1.00184	0.0101856	0.982042	1.02204	0.180827	0.856504	.	0.067270604474453	1
CD2_INSITU_MELANOMA_TRUNK	KIR_2DS2	P	A	P	Y	ADD	336732	275	1.02169	0.118773	0.809508	1.2895	0.180694	0.856608	.	0.067217873974435	1
VWXY20_PEDES_INJURED_OTHER_UNSPE_TRANSPO_ACCIDENTS	KIR_2DS5	P	A	P	Y	ADD	336732	288	1.02281	0.124926	0.800678	1.30657	0.180542	0.856727	.	0.0671575459668596	1
CD2_BENIGN	KIR_2DL1	P	A	P	N	ADD	336732	93441	0.994337	0.0315033	0.934798	1.05767	-0.180265	0.856944	.	0.0670475576399559	1
RX_L04AD	KIR_2DS4	P	A	P	N	ADD	336732	2808	1.01415	0.0780396	0.87031	1.18176	0.180023	0.857135	.	0.0669507706816105	1
G6_MIGRAINE_WITH_AURA_ADVERSE	KIR_2DL3	P	A	P	Y	ADD	336732	249	0.953829	0.262853	0.569809	1.59666	-0.179839	0.857279	.	0.0668778146680208	1
C3_BRONCHUS_LUNG	KIR_2DS1	P	A	P	N	ADD	336732	5932	1.00502	0.0278706	0.951596	1.06145	0.179783	0.857323	.	0.0668555249970559	1
AF_OPER	KIR_2DS4	P	A	P	Y	ADD	336732	340	1.03847	0.210111	0.687938	1.56762	0.179676	0.857407	.	0.0668129751652934	1
CD2_BENIGN_LIPO_SKIN_LIMBS	KIR_2DP1	P	A	P	Y	ADD	336732	2004	1.03269	0.179108	0.726965	1.46699	0.179606	0.857462	.	0.066785117414628	1
Q17_LVOTO_BROAD	KIR_2DS2	P	A	P	Y	ADD	336732	2721	0.992933	0.0394895	0.918981	1.07284	-0.179596	0.85747	.	0.0667810655270252	1
RX_L04AD	KIR_2DL5	P	A	P	N	ADD	336732	2808	0.992535	0.0417265	0.914593	1.07712	-0.179582	0.857481	.	0.0667754942432964	1
C3_MESOTHELIOMA	KIR_2DS3	P	A	P	Y	ADD	336732	301	0.975335	0.139107	0.742584	1.28104	-0.179536	0.857517	.	0.0667572614507791	1
PACEMAKER	KIR_2DS2	P	A	P	N	ADD	336732	9476	1.00393	0.0218786	0.961794	1.04792	0.179474	0.857565	.	0.0667329522514092	1
Z21_ALCOHOL_ABUSE_COUNSELLI_SURVE	KIR_2DP1	P	A	P	Y	ADD	336732	450	0.935671	0.370537	0.452608	1.9343	-0.179445	0.857588	.	0.0667213045755641	1
TUBERCULOSIS	KIR_2DL1	P	A	P	N	ADD	336732	1915	0.968031	0.181179	0.678687	1.38073	-0.179335	0.857675	.	0.066677248801076	1
T1D_EARLY	Bw4_3DL1	P	A	P	Y	ADD	336732	1678	1.0394	0.21565	0.681116	1.58615	0.179199	0.857781	.	0.0666235776895577	1
CD2_BENIGN_MOUTH_NOS	KIR_2DS5	P	A	P	N	ADD	336732	824	1.01387	0.0768879	0.872039	1.17877	0.179181	0.857795	.	0.0666164895480276	1
G6_NERPLEX	KIR_2DL5	P	A	P	N	ADD	336732	43501	0.997992	0.0112263	0.976273	1.02019	-0.179032	0.857913	.	0.0665567512371433	1
AF_OPER	KIR_3DL1	P	A	P	Y	ADD	336732	340	1.03832	0.210079	0.687879	1.5673	0.179006	0.857933	.	0.0665466269140532	1
VWXY20_COMPLICATIO_MEDICAL_SURGI_CARE	KIR_2DL1	P	A	P	N	ADD	336732	26005	0.990939	0.0509489	0.896766	1.095	-0.178647	0.858215	.	0.0664038990782266	1
G6_ALZHEIMER	KIR_2DS2	P	A	P	N	ADD	336732	8545	1.00428	0.0238975	0.958324	1.05244	0.178625	0.858232	.	0.0663952964168073	1
CD2_BENIGN_PERIPH_AUTO_NEURO	KIR_2DP1	P	A	P	Y	ADD	336732	356	0.932176	0.393723	0.430884	2.01667	-0.178384	0.858421	.	0.0662996665400513	1
G6_EPIPAROX	KIR_2DS5	P	A	P	N	ADD	336732	85397	0.998417	0.00888982	0.981171	1.01597	-0.178259	0.85852	.	0.0662495831024072	1
Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_SOCIO_PSYCHOSO_CIRCUMSTANC	KIR_2DS2	P	A	P	N	ADD	336732	9839	1.00386	0.0216545	0.962149	1.04739	0.178063	0.858673	.	0.0661721927847119	1
RX_N05C	KIR_2DS4	P	A	P	N	ADD	336732	59435	0.996673	0.0187185	0.96077	1.03392	-0.178023	0.858705	.	0.0661560083181326	1
C3_STOMACH	KIR_2DL1	P	A	P	N	ADD	336732	1301	1.04019	0.22164	0.673677	1.6061	0.177775	0.858899	.	0.0660579028993662	1
ALCOPOLYNEU	Bw4_3DL1	P	A	P	Y	ADD	336732	238	1.10983	0.586736	0.351421	3.50501	0.177612	0.859028	.	0.065992680118339	1
G6_MIGRAINE_NO_AURA_ADVERSE	KIR_2DL5	P	A	P	Y	ADD	336732	283	0.977873	0.126043	0.763826	1.2519	-0.177518	0.859101	.	0.0659557754421499	1
M13_DORSOPATHY	KIR_2DL2	P	A	P	N	ADD	336732	100461	0.99861	0.00783881	0.983385	1.01407	-0.177487	0.859126	.	0.0659431375752693	1
OPER_COLECTOMY	KIR_2DS4	P	A	P	N	ADD	336732	4536	1.0109	0.0611225	0.896771	1.13956	0.177395	0.859198	.	0.0659067425732611	1
K11_STRICTURE	KIR_2DS1	P	A	P	N	ADD	336732	9028	0.996036	0.0224174	0.953221	1.04078	-0.177164	0.859379	.	0.0658152630509411	1
K11_OPEN_BITE	Bw4_3DL1	P	A	P	N	ADD	336732	1390	0.957587	0.244752	0.592713	1.54708	-0.177073	0.859451	.	0.0657788787631229	1
VWXY20_UNSPE_PRIVA	C1_2DL2	P	A	P	N	ADD	336732	2996	0.984105	0.0905626	0.824051	1.17524	-0.176927	0.859565	.	0.0657212765406775	1
RX_N05C	KIR_3DL1	P	A	P	N	ADD	336732	59435	0.996698	0.0187171	0.960797	1.03394	-0.176719	0.859729	.	0.0656384235844662	1
C3_BASAL_CELL_CARCINOMA_INCLAVO	KIR_3DL1	P	A	P	N	ADD	336732	18068	0.994371	0.0319458	0.93402	1.05862	-0.176698	0.859746	.	0.0656298360723563	1
I9_AORTVALV_EARLY	KIR_2DL3	P	A	P	Y	ADD	336732	2477	1.01526	0.085787	0.858131	1.20115	0.176497	0.859904	.	0.0655500308464862	1
I9_CAVS_OPERATED	Bw4_3DL1	P	A	P	N	ADD	336732	8308	0.983011	0.0971447	0.812585	1.18918	-0.176382	0.859994	.	0.0655045787285036	1
I9_CAVS	Bw4_3DL1	P	A	P	N	ADD	336732	8308	0.983011	0.0971447	0.812585	1.18918	-0.176382	0.859994	.	0.0655045787285036	1
OPER_COLECTOMY	KIR_3DL1	P	A	P	N	ADD	336732	4536	1.01084	0.0611161	0.896725	1.13947	0.176367	0.860005	.	0.0654990237958542	1
N14_URINOTH	KIR_2DL1	P	A	P	N	ADD	336732	65389	1.00624	0.0353106	0.938953	1.07834	0.176088	0.860225	.	0.065387940061075	1
D3_IMMUDEF	KIR_2DS5	P	A	P	N	ADD	336732	1242	0.988678	0.0646779	0.870965	1.1223	-0.176054	0.860251	.	0.0653748138604999	1
KRA_PSY_SLEEP_NONORG	KIR_3DS1	P	A	P	N	ADD	336732	5695	1.00507	0.0287258	0.950046	1.06328	0.176033	0.860268	.	0.0653662315592378	1
C3_COLON	KIR_2DL5	P	A	P	N	ADD	336732	4019	0.99396	0.0344176	0.929122	1.06332	-0.176018	0.86028	.	0.0653601735663391	1
VWXY20_ORTHOPA_DEVICES_ASSOCIATED_W_ADVER_INCIDENTS	KIR_3DS1	P	A	P	Y	ADD	336732	363	0.979948	0.115081	0.78207	1.22789	-0.176013	0.860284	.	0.0653581542541512	1
VWXY20_PEDES_INJURED_TRANSPO_ACCIDENT	KIR_2DL3	P	A	P	Y	ADD	336732	1882	1.01756	0.0989623	0.838153	1.23537	0.175909	0.860365	.	0.0653172652023339	1
RX_PARASETAMOL	KIR_2DL2	P	A	P	N	ADD	336732	133287	1.00133	0.00754271	0.986632	1.01624	0.175765	0.860478	.	0.0652602288817334	1
F5_UNSMENDIS	KIR_2DL1	P	A	P	Y	ADD	336732	15766	1.01189	0.0672981	0.886847	1.15456	0.175617	0.860595	.	0.0652011814683338	1
